video_title,video_tags,video_music_info,video_publish_date,video_duration,video_advertising_information,video_earliest_date_recorded,video_views_yesterday,video_views_per_day_yesterday,item_sold_yesterday,item_sold_per_day_yesterday,video_revenue_yesterday,video_revenue_per_day_yesterday,video_new_followers_yesterday,video_new_followers_per_day_yesterday,video_ad_view_ratio_yesterday,video_ad_revenue_ratio_yesterday,video_ad_spend_yesterday,video_ad_roas_yesterday,video_views_last_7_days,video_views_per_day_last_7_days,item_sold_last_7_days,item_sold_per_day_last_7_days,video_revenue_last_7_days,video_revenue_per_day_last_7_days,video_new_followers_last_7_days,video_new_followers_per_day_last_7_days,video_ad_view_ratio_last_7_days,video_ad_revenue_ratio_last_7_days,video_ad_spend_last_7_days,video_ad_roas_last_7_days,video_views_last_30_days,video_views_per_day_last_30_days,item_sold_last_30_days,item_sold_per_day_last_30_days,video_revenue_last_30_days,video_revenue_per_day_last_30_days,video_new_followers_last_30_days,video_new_followers_per_day_last_30_days,video_ad_view_ratio_last_30_days,video_ad_revenue_ratio_last_30_days,video_ad_spend_last_30_days,video_ad_roas_last_30_days,video_views_last_90_days,video_views_per_day_last_90_days,item_sold_last_90_days,item_sold_per_day_last_90_days,video_revenue_last_90_days,video_revenue_per_day_last_90_days,video_new_followers_last_90_days,video_new_followers_per_day_last_90_days,video_ad_view_ratio_last_90_days,video_ad_revenue_ratio_last_90_days,video_ad_spend_last_90_days,video_ad_roas_last_90_days,video_views_last_180_days,video_views_per_day_last_180_days,item_sold_last_180_days,item_sold_per_day_last_180_days,video_revenue_last_180_days,video_revenue_per_day_last_180_days,video_new_followers_last_180_days,video_new_followers_per_day_last_180_days,video_ad_view_ratio_last_180_days,video_ad_revenue_ratio_last_180_days,video_ad_spend_last_180_days,video_ad_roas_last_180_days
Yay for self care!,#waterflosserforteeth,original sound - ChelsAlise,"Mar 8, 2024",31s,70 Days (2024-03-20 - 2024-09-02),03/08/2024,155.14k,155.14k Per Day,25,25 Per Day,$1.10k,$1.10k Per Day,0,0 Per Day,0%,0%,$0.00,0,1.55m,221.2k Per Day,348,49.71 Per Day,$15.29k,$2.18k Per Day,52,7.43 Per Day,62.11%,62.93%,$16.74k,0.58,9.7m,323.23k Per Day,4.11k,137 Per Day,$180.63k,$6.02k Per Day,526,17.53 Per Day,82.76%,85.84%,$153.30k,1.01,23.04m,255.95k Per Day,13.15k,146.07 Per Day,$577.77k,$6.42k Per Day,1.09k,12.14 Per Day,74.27%,76.19%,$390.78k,1.13,48.57m,269.83k Per Day,32.89k,182.74 Per Day,$1.15m,$6.38k Per Day,3.62k,20.11 Per Day,75.07%,77.32%,$733.36k,1.21
Asian dont raisin…,N/A,"Jul 19, 2024",N/A,N/A,N/A,07/19/2024,72.74k,72.74k Per Day,29,29 Per Day,$2.29k,$2.29k Per Day,107,107 Per Day,0%,0%,$0.00,0,774.66k,110.67k Per Day,299,42.71 Per Day,$23.62k,$3.37k Per Day,879,125.57 Per Day,0%,0%,$0.00,0,5.92m,197.32k Per Day,2.25k,75.13 Per Day,$178.07k,$5.94k Per Day,10k,333.33 Per Day,0%,0%,$0.00,0,5.97m,66.32k Per Day,2.29k,25.44 Per Day,$180.91k,$2.01k Per Day,10.63k,118.08 Per Day,0%,0%,$0.00,0,5.97m,33.16k Per Day,2.29k,12.72 Per Day,$180.91k,$1.01k Per Day,10.63k,59.04 Per Day,0%,0%,$0.00,0
"If you need a second screen for your laptop, tablet, phone, or even game console, try out this lightweight portable monitor! It comes with a smart cover that turns into a magnetic stand! It has an all metal body and dual speakers too! It also comes with 3 cables to hook up your electronic devices.",#arzopa #arzopaportablemonitor #gamertok #portablemonitor #remoteworker #remoteworklife #tiktokshopbacktoschool,original sound - BargainBuddiez,"Aug 10, 2024",1m 11s,6 Days (2024-08-29 - 2024-09-04),08/10/2024,17.43k,17.43k Per Day,5,5 Per Day,$341.15,$341.15 Per Day,112,112 Per Day,>90%,>90%,$185.53,1.84,159.84k,22.83k Per Day,65,9.29 Per Day,$4.61k,$658.85 Per Day,1.01k,143.71 Per Day,>90%,>90%,$2.64k,1.75,9.19m,306.24k Per Day,2.54k,84.77 Per Day,$178.02k,$5.93k Per Day,8.49k,282.9 Per Day,1.74%,2.59%,$2.64k,1.75,9.19m,102.08k Per Day,2.54k,28.26 Per Day,$178.02k,$1.98k Per Day,8.49k,94.3 Per Day,1.74%,2.59%,$2.64k,1.75,9.19m,51.04k Per Day,2.54k,14.13 Per Day,$178.02k,$989.01 Per Day,8.49k,47.15 Per Day,1.74%,2.59%,$2.64k,1.75
Nice faja for back support and waist,N/A,"Aug 9, 2024",N/A,N/A,N/A,08/09/2024,155.01k,155.01k Per Day,120,120 Per Day,$5.28k,$5.28k Per Day,80,80 Per Day,0%,0%,$0.00,0,3.07m,437.93k Per Day,1.72k,246 Per Day,$75.89k,$10.84k Per Day,1.15k,164.43 Per Day,89.77%,87.21%,$92.84k,0.71,5.17m,172.21k Per Day,4.15k,138.4 Per Day,$177.44k,$5.91k Per Day,1.64k,54.53 Per Day,59.75%,45.35%,$104.11k,0.77,5.17m,57.4k Per Day,4.15k,46.13 Per Day,$177.44k,$1.97k Per Day,1.64k,18.18 Per Day,59.75%,45.35%,$104.11k,0.77,5.17m,28.7k Per Day,4.15k,23.07 Per Day,$177.44k,$985.77 Per Day,1.64k,9.09 Per Day,59.75%,45.35%,$104.11k,0.77
Natural remineralizing chewing gum with nano hydroxyapatite. Natures most powerful oral health product! MADE IN USA 🇺🇸,#chewinggum #tiktokmademebuyit #tiktokshop,original sound - Nathan And Sons,"Jul 25, 2024",1m 35s,No record of Advertising placement was found,07/30/2024,27.77k,27.77k Per Day,83,83 Per Day,$2.66k,$2.66k Per Day,593,593 Per Day,0%,0%,$0.00,0,668k,95.43k Per Day,774,110.57 Per Day,$24.76k,$3.54k Per Day,9.28k,1.33k Per Day,0%,0%,$0.00,0,10.77m,358.99k Per Day,5.68k,189.17 Per Day,$177.02k,$5.90k Per Day,66.48k,2.22k Per Day,0%,0%,$0.00,0,14.42m,160.25k Per Day,7.58k,84.27 Per Day,$238.09k,$2.65k Per Day,80.77k,897.39 Per Day,0%,0%,$0.00,0,14.42m,80.12k Per Day,7.58k,42.13 Per Day,$238.09k,$1.32k Per Day,80.77k,448.69 Per Day,0%,0%,$0.00,0
I didn’t realize how much i was overeating until I got this smart scale‼️##smartscale#foodscale,#countingcalories #foodscale #kitchengadgets #macros #smartscale,original sound - toporganize,"Jun 21, 2024",38s,No record of Advertising placement was found,07/09/2024,24.11k,24.11k Per Day,34,34 Per Day,$1.36k,$1.36k Per Day,16,16 Per Day,0%,0%,$0.00,0,512.65k,73.24k Per Day,988,141.14 Per Day,$37.87k,$5.41k Per Day,216,30.86 Per Day,0%,0%,$0.00,0,2.44m,81.42k Per Day,4.54k,151.2 Per Day,$174.48k,$5.82k Per Day,2.08k,69.27 Per Day,0%,0%,$0.00,0,8.23m,91.44k Per Day,14.01k,155.62 Per Day,$546.41k,$6.07k Per Day,7.32k,81.3 Per Day,0%,0%,$0.00,0,8.23m,45.72k Per Day,14.01k,77.81 Per Day,$546.41k,$3.04k Per Day,7.32k,40.65 Per Day,0%,0%,$0.00,0
"Once you try them, they will become your new staples. The mascara is probably the best I’ve had in my entire life. It ckmbs my lashes making them perfectly done & doesn’t flake off. The lip is like a chapstick mixed with gloss & *chef’s kiss! The fake awake makes this mom of 4’s eyes look awake & mskes them pop! This trio bundle is sooo good! Today is the LAST day for the sale! @tarte cosmetics",#beautyhacks #beautytips #beautytok #fakeawake #foryou #foryoupage #fyp #grwm #grwmmakeup #grwmroutine #makeup #makeuphack #makeuphacks #makeuproutine #makeuptips #tarte #tartecosmetics #tartelipplump #tartemaracujajuicylip #tubingmascara,original sound - daniellenhowe,"Jun 8, 2024",34s,2 Days (2024-07-11 - 2024-08-09),06/08/2024,39.51k,39.51k Per Day,21,21 Per Day,$819.00,$819.00 Per Day,17,17 Per Day,0%,0%,$0.00,0,383.79k,54.83k Per Day,369,52.71 Per Day,$11.41k,$1.63k Per Day,244,34.86 Per Day,0%,0%,$0.00,0,4.35m,145.1k Per Day,5.73k,190.93 Per Day,$174.43k,$5.81k Per Day,1.36k,45.4 Per Day,23.91%,27.85%,$15.38k,3.16,12.16m,135.12k Per Day,13.3k,147.72 Per Day,$454.24k,$5.05k Per Day,5.06k,56.21 Per Day,21.00%,23.60%,$66.17k,1.62,12.16m,67.56k Per Day,13.3k,73.86 Per Day,$454.24k,$2.52k Per Day,5.06k,28.11 Per Day,21.00%,23.60%,$66.17k,1.62
Replying to @coco Ellie Philips tells you hydroxyapatite in toothpaste doesn’t work and that nano hydroxyapatite is dangerous yet she doesnt back it up with data. She also tells you flossing is dangerous and to use Crest toothpaste 🤡 Check out NOBS from @Better Biöm if you want a toothpaste that is safe and actually works,#crest #hydroxyapatite #nobs #oralhealth #toothpaste,original sound - nickalxnder,"Feb 22, 2024",2m 14s,161 Days (2024-02-27 - 2024-09-04),05/23/2024,109.14k,109.14k Per Day,184,184 Per Day,$5.06k,$5.06k Per Day,34,34 Per Day,>90%,>90%,$1.71k,2.96,558.25k,79.75k Per Day,1.35k,192.57 Per Day,$36.81k,$5.26k Per Day,351,50.14 Per Day,>90%,>90%,$16.11k,2.29,2.51m,83.59k Per Day,6.66k,222.13 Per Day,$171.77k,$5.73k Per Day,1.97k,65.73 Per Day,>90%,>90%,$92.57k,1.86,5.11m,56.79k Per Day,15.5k,172.26 Per Day,$342.04k,$3.80k Per Day,3.37k,37.46 Per Day,>90%,>90%,$157.50k,2.17,6.42m,35.67k Per Day,23k,127.78 Per Day,$465.67k,$2.59k Per Day,6.98k,38.76 Per Day,>90%,>90%,$203.22k,2.29
Cool new protable mini projector,#dealsforyoudays #miniprojector #projector #smartprojector,original sound - zachariahsdeals,"Jul 30, 2024",36s,27 Days (2024-08-06 - 2024-09-04),07/30/2024,66.81k,66.81k Per Day,33,33 Per Day,$1.69k,$1.69k Per Day,920,920 Per Day,>90%,>90%,$2.54k,0.66,395.56k,56.51k Per Day,152,21.71 Per Day,$7.77k,$1.11k Per Day,8.95k,1.28k Per Day,>90%,>90%,$14.11k,0.55,4.88m,162.61k Per Day,3.54k,117.87 Per Day,$169.88k,$5.66k Per Day,34.19k,1.14k Per Day,>90%,>90%,$183.41k,0.93,13.8m,153.38k Per Day,3.61k,40.14 Per Day,$173.32k,$1.93k Per Day,34.19k,379.91 Per Day,35.16%,>90%,$183.41k,0.93,13.8m,76.69k Per Day,3.61k,20.07 Per Day,$173.32k,$962.90 Per Day,34.19k,189.96 Per Day,35.16%,>90%,$183.41k,0.93
"I really do enjoy this chair, the fact that I can sit in so many different positions is a win for me. . .",#ergonomicchair #wfh #wfhsetup,That Couch Potato Again,"Feb 8, 2024",29s,107 Days (2024-05-13 - 2024-09-04),05/23/2024,15.36k,15.36k Per Day,20,20 Per Day,$1.80k,$1.80k Per Day,1,1 Per Day,>90%,>90%,$295.52,6.09,232.4k,33.2k Per Day,232,33.14 Per Day,$20.88k,$2.98k Per Day,53,7.57 Per Day,>90%,>90%,$5.92k,3.53,1.85m,61.65k Per Day,1.92k,64 Per Day,$169.03k,$5.63k Per Day,304,10.13 Per Day,>90%,>90%,$40.11k,4.21,3.68m,40.85k Per Day,4.8k,53.29 Per Day,$420.78k,$4.68k Per Day,706,7.84 Per Day,>90%,>90%,$104.73k,4.02,4.51m,25.06k Per Day,6.29k,34.97 Per Day,$521.62k,$2.90k Per Day,2.28k,12.66 Per Day,>90%,>90%,$120.21k,3.92
We had to get another!! I love it!,#mystery #wranglerpurse,original sound - officermomcop,"Aug 7, 2024",3m 46s,2 Days (2024-08-10 - 2024-08-14),08/08/2024,17.87k,17.87k Per Day,22,22 Per Day,$731.50,$731.50 Per Day,57,57 Per Day,0%,0%,$0.00,0,338.49k,48.36k Per Day,368,52.57 Per Day,$12.24k,$1.75k Per Day,578,82.57 Per Day,0%,0%,$0.00,0,13.3m,443.17k Per Day,4.92k,163.97 Per Day,$167.77k,$5.59k Per Day,12.37k,412.33 Per Day,68.54%,25.68%,$346.01k,0.12,13.3m,147.72k Per Day,4.92k,54.66 Per Day,$167.77k,$1.86k Per Day,12.37k,137.44 Per Day,68.54%,25.68%,$346.01k,0.12,13.3m,73.86k Per Day,4.92k,27.33 Per Day,$167.77k,$932.05 Per Day,12.37k,68.72 Per Day,68.54%,25.68%,$346.01k,0.12
@UCoolMeLashes,#fyp #lashclusters #lashextensions #ucoolmelashes #waterprooflashes,original sound - _sammie.vxo,"Aug 10, 2024",2m 20s,3 Days (2024-08-11 - 2024-08-13),08/10/2024,1.81k,1.81k Per Day,8,8 Per Day,$143.29,$143.29 Per Day,45,45 Per Day,0%,0%,$0.00,0,27.24k,3.89k Per Day,71,10.14 Per Day,$1.59k,$227.27 Per Day,685,97.86 Per Day,0%,0%,$0.00,0,6.75m,224.85k Per Day,7.64k,254.7 Per Day,$167.15k,$5.57k Per Day,14.05k,468.47 Per Day,38.52%,31.25%,$41.63k,1.25,6.75m,74.95k Per Day,7.64k,84.9 Per Day,$167.15k,$1.86k Per Day,14.05k,156.16 Per Day,38.52%,31.25%,$41.63k,1.25,6.75m,37.47k Per Day,7.64k,42.45 Per Day,$167.15k,$928.63 Per Day,14.05k,78.08 Per Day,38.52%,31.25%,$41.63k,1.25
I swear this is the secret to keeping my house so fresh each time I clean yall!! Give it a try now with the sales going on!!,#cleaninghacks #cleantok #laundrydetergent #luxuryhomes #luxurylaundrydetergent #luxurylife #mavwicks #mavwickscandles #mavwickslaundry #mop #mophack #musthaves #smellgoodfeelgood #smellgoods,Sugar How You Get So Fly,"Jul 7, 2024",32s,16 Days (2024-07-17 - 2024-09-04),07/07/2024,172.21k,172.21k Per Day,651,651 Per Day,$9.90k,$9.90k Per Day,32,32 Per Day,>90%,>90%,$10.42k,0.95,1.81m,258.21k Per Day,7.21k,1.03k Per Day,$114.44k,$16.35k Per Day,541,77.29 Per Day,>90%,>90%,$135.16k,0.85,2.62m,87.45k Per Day,10.34k,344.5 Per Day,$164.39k,$5.48k Per Day,1.48k,49.43 Per Day,86.52%,84.06%,$166.04k,0.83,3.34m,37.1k Per Day,14.31k,159 Per Day,$217.31k,$2.41k Per Day,2.82k,31.38 Per Day,76.07%,72.11%,$178.06k,0.88,3.34m,18.55k Per Day,14.31k,79.5 Per Day,$217.31k,$1.21k Per Day,2.82k,15.69 Per Day,76.07%,72.11%,$178.06k,0.88
My family and I use it every day,#amazonfinds #amazonmushaves #dentist #foryou #fyp #goodthing #homegadgets #homehacks #lifehacks #spotlight #spotlightfinds #teeth #teethcare #teethcleaning #teethtok #teethwhitening #tiktokfinds #tiktokmademebuyit #tiktokmusthaves #tiktoknews #tiktokshop #tiktokshopbacktoschool #tooth #toothache #trend #trending #usa #viral #viralvideo #waterflosser,original sound - morgan_us741,"Aug 5, 2024",22s,No record of Advertising placement was found,08/05/2024,307.48k,307.48k Per Day,162,162 Per Day,$1.87k,$1.87k Per Day,159,159 Per Day,0%,0%,$0.00,0,1.83m,261.24k Per Day,761,108.71 Per Day,$8.65k,$1.24k Per Day,1.32k,188.43 Per Day,0%,0%,$0.00,0,61.2m,2.04m Per Day,13.57k,452.43 Per Day,$163.24k,$5.44k Per Day,12k,400.07 Per Day,0%,0%,$0.00,0,61.22m,680.23k Per Day,13.59k,150.98 Per Day,$163.41k,$1.82k Per Day,12k,133.38 Per Day,0%,0%,$0.00,0,61.22m,340.11k Per Day,13.59k,75.49 Per Day,$163.41k,$907.82 Per Day,12k,66.69 Per Day,0%,0%,$0.00,0
You already KNOW im a ho for this mask,#cleanskincare #collagenmask #glassskin #hydratingskincare #kbeauty #koreanskincare #shopicons #skincare #tiktokshop #tiktokshopdeals #treasurefinds #ttsacl #ttsrecharge #viralskincare,original sound - Lifeaskristinab,"Aug 22, 2024",1m 8s,6 Days (2024-08-26 - 2024-09-02),08/23/2024,7.78m,259.41k Per Day,6.21k,206.93 Per Day,$161.35k,$5.38k Per Day,7.22k,240.8 Per Day,75.03%,66.72%,$143.12k,0.75,2.67m,381.59k Per Day,2.3k,329.14 Per Day,$59.88k,$8.55k Per Day,3.47k,495 Per Day,74.01%,67.62%,$57.92k,0.7,7.78m,259.41k Per Day,6.21k,206.93 Per Day,$161.35k,$5.38k Per Day,7.22k,240.8 Per Day,75.03%,66.72%,$143.12k,0.75,7.78m,86.47k Per Day,6.21k,68.98 Per Day,$161.35k,$1.79k Per Day,7.22k,80.27 Per Day,75.03%,66.72%,$143.12k,0.75,7.78m,43.23k Per Day,6.21k,34.49 Per Day,$161.35k,$896.37 Per Day,7.22k,40.13 Per Day,75.03%,66.72%,$143.12k,0.75
Me gusta como se ve mi cara🥰,N/A,"Aug 10, 2024",N/A,N/A,N/A,08/10/2024,109.86k,109.86k Per Day,49,49 Per Day,$1.24k,$1.24k Per Day,204,204 Per Day,0%,0%,$0.00,0,1.13m,161.31k Per Day,665,95 Per Day,$16.79k,$2.40k Per Day,2.23k,319.14 Per Day,0%,0%,$0.00,0,10.13m,337.51k Per Day,5.92k,197.47 Per Day,$161.29k,$5.38k Per Day,21.16k,705.43 Per Day,73.50%,69.79%,$118.53k,0.95,10.13m,112.5k Per Day,5.92k,65.82 Per Day,$161.29k,$1.79k Per Day,21.16k,235.14 Per Day,73.50%,69.79%,$118.53k,0.95,10.13m,56.25k Per Day,5.92k,32.91 Per Day,$161.29k,$896.04 Per Day,21.16k,117.57 Per Day,73.50%,69.79%,$118.53k,0.95
Dont sleep on your side without this,#sidesleeper #sleep,original sound - gearandgrit,"Aug 7, 2024",59s,6 Days (2024-08-27 - 2024-09-02),08/07/2024,117.65k,117.65k Per Day,101,101 Per Day,$3.23k,$3.23k Per Day,66,66 Per Day,0%,0%,$0.00,0,4.37m,624.11k Per Day,2.12k,302.71 Per Day,$67.79k,$9.68k Per Day,1.34k,191.43 Per Day,81.42%,74.23%,$113.96k,0.44,8.66m,288.79k Per Day,4.77k,159.1 Per Day,$156.04k,$5.20k Per Day,3.08k,102.7 Per Day,59.33%,47.78%,$156.82k,0.48,8.66m,96.26k Per Day,4.77k,53.03 Per Day,$156.04k,$1.73k Per Day,3.08k,34.23 Per Day,59.33%,47.78%,$156.82k,0.48,8.66m,48.13k Per Day,4.77k,26.52 Per Day,$156.04k,$866.91 Per Day,3.08k,17.12 Per Day,59.33%,47.78%,$156.82k,0.48
hes been wearing them nonstop,#alignshorts #gymtok #mensclothes #menshorts #viralshorts,original sound - Amanda,"Jul 31, 2024",36s,9 Days (2024-08-19 - 2024-08-30),07/31/2024,13.36k,13.36k Per Day,25,25 Per Day,$297.25,$297.25 Per Day,69,69 Per Day,0%,0%,$0.00,0,250.82k,35.83k Per Day,416,59.43 Per Day,$4.95k,$706.61 Per Day,248,35.43 Per Day,57.96%,46.39%,$2.57k,0.89,4.81m,160.26k Per Day,5.45k,181.67 Per Day,$155.67k,$5.19k Per Day,844,28.13 Per Day,27.43%,19.64%,$20.83k,1.47,7.15m,79.4k Per Day,7.74k,86 Per Day,$203.44k,$2.26k Per Day,1.1k,12.27 Per Day,18.46%,15.03%,$20.83k,1.47,7.15m,39.7k Per Day,7.74k,43 Per Day,$203.44k,$1.13k Per Day,1.1k,6.13 Per Day,18.46%,15.03%,$20.83k,1.47
Just me reminding you that you need these in your life…,#collagenmask #dealsforyoudays #koreanfacemask #koreanskincare #shopicons #tiktokshop #tiktokshopbacktoschool #tiktokshopdeals #ttsacl #ttsrecharge #viralskincare,original sound - Lifeaskristinab,"Aug 4, 2024",1m 8s,13 Days (2024-08-19 - 2024-09-03),08/05/2024,7.74k,7.74k Per Day,7,7 Per Day,$181.93,$181.93 Per Day,286,286 Per Day,0%,0%,$0.00,0,535.15k,76.45k Per Day,334,47.71 Per Day,$8.68k,$1.24k Per Day,3.47k,495 Per Day,>90%,>90%,$14.86k,0.57,6.33m,210.87k Per Day,6k,200 Per Day,$155.46k,$5.18k Per Day,11.89k,396.2 Per Day,32.45%,18.54%,$52.23k,0.55,6.71m,74.59k Per Day,6.24k,69.33 Per Day,$161.70k,$1.80k Per Day,12.15k,135.01 Per Day,30.58%,17.83%,$52.23k,0.55,6.71m,37.29k Per Day,6.24k,34.67 Per Day,$161.70k,$898.33 Per Day,12.15k,67.51 Per Day,30.58%,17.83%,$52.23k,0.55
@ISEEHAIR 🤎,N/A,"Jun 27, 2024",N/A,N/A,N/A,06/28/2024,1.21m,40.34k Per Day,850,28.33 Per Day,$154.63k,$5.15k Per Day,105,3.5 Per Day,>90%,>90%,$29.98k,5.16,210.47k,30.07k Per Day,115,16.43 Per Day,$20.89k,$2.98k Per Day,0,0 Per Day,>90%,>90%,$5.22k,4,1.21m,40.34k Per Day,850,28.33 Per Day,$154.63k,$5.15k Per Day,105,3.5 Per Day,>90%,>90%,$29.98k,5.16,2.35m,26.06k Per Day,1.49k,16.57 Per Day,$271.98k,$3.02k Per Day,139,1.54 Per Day,>90%,>90%,$59.43k,4.58,2.35m,13.03k Per Day,1.49k,8.28 Per Day,$271.98k,$1.51k Per Day,139,0.77 Per Day,>90%,>90%,$59.43k,4.58
How long until this gets banned?,#ai #artificialintelligence #chatgpt,original sound - trendingdailydeals,"Jul 13, 2024",52s,2 Days (2024-08-11 - 2024-08-12),07/27/2024,23.21k,23.21k Per Day,5,5 Per Day,$795.00,$795.00 Per Day,25,25 Per Day,0%,0%,$0.00,0,208.45k,29.78k Per Day,83,11.86 Per Day,$13.20k,$1.89k Per Day,283,40.43 Per Day,0%,0%,$0.00,0,2.47m,82.31k Per Day,1k,33.43 Per Day,$154.02k,$5.13k Per Day,3.15k,104.83 Per Day,21.84%,17.96%,$6.94k,3.99,2.47m,27.44k Per Day,1.01k,11.17 Per Day,$154.34k,$1.71k Per Day,3.15k,34.94 Per Day,21.84%,17.93%,$6.94k,3.99,2.47m,13.72k Per Day,1.01k,5.58 Per Day,$154.34k,$857.43 Per Day,3.15k,17.47 Per Day,21.84%,17.93%,$6.94k,3.99
The world’s 1st remineralizing chewing gum! Made with real ingredients with a real purpose - like it should be. Hand-made in USA!,#tiktokshop,original sound - nathan.and.sons,"Apr 18, 2024",1m 34s,No record of Advertising placement was found,07/30/2024,177.99k,177.99k Per Day,531,531 Per Day,$16.99k,$16.99k Per Day,593,593 Per Day,0%,0%,$0.00,0,2.24m,320.2k Per Day,2.65k,378 Per Day,$84.65k,$12.09k Per Day,9.28k,1.33k Per Day,0%,0%,$0.00,0,6.87m,229.09k Per Day,4.83k,161.03 Per Day,$153.57k,$5.12k Per Day,66.48k,2.22k Per Day,0%,0%,$0.00,0,6.88m,76.46k Per Day,4.84k,53.73 Per Day,$153.73k,$1.71k Per Day,80.77k,897.39 Per Day,0%,0%,$0.00,0,6.88m,38.23k Per Day,4.84k,26.87 Per Day,$153.73k,$854.08 Per Day,80.77k,448.69 Per Day,0%,0%,$0.00,0
Wireless portable tire inflator,#dealsforyoudays #flattire #portabletireinflator #tiktokshop #tireinflator,original sound - BargainBuddiez,"Jul 18, 2024",1m 1s,13 Days (2024-08-13 - 2024-09-04),07/18/2024,164.92k,164.92k Per Day,25,25 Per Day,$1.37k,$1.37k Per Day,112,112 Per Day,>90%,>90%,$1.31k,1.05,752.23k,107.46k Per Day,203,29 Per Day,$11.16k,$1.59k Per Day,1.01k,143.71 Per Day,82.58%,72.91%,$6.63k,1.23,7.94m,264.54k Per Day,2.79k,92.97 Per Day,$153.37k,$5.11k Per Day,9.77k,325.8 Per Day,32.97%,34.53%,$21.51k,2.46,7.95m,88.38k Per Day,2.81k,31.17 Per Day,$154.25k,$1.71k Per Day,14.12k,156.89 Per Day,32.89%,34.33%,$21.51k,2.46,7.95m,44.19k Per Day,2.81k,15.58 Per Day,$154.25k,$856.93 Per Day,14.12k,78.44 Per Day,32.89%,34.33%,$21.51k,2.46
⏰🔥🔥Highly recommend this earbuds 👍💯This headphones works great 😎🤩#TreasureFinds,#airpods #buttawithnyxcosmetics #earbuds #earbudsviral #earbudswireless #headphonechallenge #headphones #headphones🎧 #superbrandday #tiktokmademebuyit #tiktokshpbacktoschool #treasurefinds,original sound - daniel.ploo,"Aug 2, 2024",1m 18s,5 Days (2024-08-19 - 2024-08-23),08/02/2024,6.06m,201.98k Per Day,5.18k,172.6 Per Day,$152.72k,$5.09k Per Day,5.53k,184.17 Per Day,29.63%,4.20%,$32.64k,0.2,6.06m,201.98k Per Day,5.18k,172.6 Per Day,$152.72k,$5.09k Per Day,5.53k,184.17 Per Day,29.63%,4.20%,$32.64k,0.2,6.06m,201.98k Per Day,5.18k,172.6 Per Day,$152.72k,$5.09k Per Day,5.53k,184.17 Per Day,29.63%,4.20%,$32.64k,0.2,6.08m,67.55k Per Day,5.2k,57.76 Per Day,$153.32k,$1.70k Per Day,5.75k,63.83 Per Day,29.53%,4.19%,$32.64k,0.2,6.08m,33.77k Per Day,5.2k,28.88 Per Day,$153.32k,$851.76 Per Day,5.75k,31.92 Per Day,29.53%,4.19%,$32.64k,0.2
,N/A,"Jul 30, 2024",N/A,N/A,N/A,07/30/2024,22.89k,22.89k Per Day,27,27 Per Day,$1.35k,$1.35k Per Day,573,573 Per Day,0%,0%,$0.00,0,286.2k,40.89k Per Day,282,40.29 Per Day,$14.10k,$2.01k Per Day,5.27k,752.86 Per Day,0%,0%,$0.00,0,4.2m,140k Per Day,3.05k,101.73 Per Day,$152.57k,$5.09k Per Day,41.91k,1.4k Per Day,84.76%,76.51%,$66.54k,1.75,6.51m,72.38k Per Day,4.02k,44.71 Per Day,$198.65k,$2.21k Per Day,41.91k,465.61 Per Day,89.95%,81.86%,$108.01k,1.51,6.51m,36.19k Per Day,4.02k,22.36 Per Day,$198.65k,$1.10k Per Day,41.91k,232.81 Per Day,89.95%,81.86%,$108.01k,1.51
ACTUALLY THEY’RE ON SALE FOR $15‼️,#dentalhygienist #foryoupage #fy #teethcare #teethtok #teethwhitening #tiktokshop #whiteningstrips,original sound - deshhotfinds,"Jul 9, 2024",1m 6s,14 Days (2024-08-01 - 2024-09-02),07/26/2024,12.03k,12.03k Per Day,22,22 Per Day,$638.00,$638.00 Per Day,59,59 Per Day,0%,0%,$0.00,0,686.3k,98.04k Per Day,662,94.57 Per Day,$20.36k,$2.91k Per Day,727,103.86 Per Day,>90%,>90%,$8.05k,2.3,2.2m,73.43k Per Day,1.96k,65.4 Per Day,$151.98k,$5.07k Per Day,12.93k,430.83 Per Day,>90%,84.43%,$33.37k,3.85,3.09m,34.37k Per Day,3.06k,33.98 Per Day,$264.24k,$2.94k Per Day,16.93k,188.12 Per Day,72.21%,70.54%,$39.33k,4.74,3.09m,17.18k Per Day,3.06k,16.99 Per Day,$264.24k,$1.47k Per Day,16.93k,94.06 Per Day,72.21%,70.54%,$39.33k,4.74
